№,Название команды,ФИО участников,Компетенция,"Баллы, ед.","Баллы, %",Баллы по ключевым навыкам,A - Linux,Максимальное значение,Результат,Настройка сервисов ОС Linux,SSH: пользователь linadmin,"SSH: порт сервера 1022, пользователь linadmin","SSH: аутентификация, порт по умолчанию","SUDO: journalctl, systemctl без пароля",SUDO: повышение привилегий с паролем,SUDO: у других пользователей нет привилегий на sudo,TFTP: каталог /opt/tftp содержит файлы конфигурации,SYSLOG: журналы собираются в /opt/logs,SYSLOG: файлы имею имя вида имяустройста.log,SYSLOG: файлы журналов обновляются,WEB: configs.as22.local отображает файлы конфигов,WEB: настроена базовая аутентификация,WEB: сайт доступен только для клиентов LINA. Код 403,WEB: редирект на https,WEB: при запросе по ip код 404,"WEB: сертификат подписан SubCA, доверенный",ZABBIX: zbx.as22.local отображает интерфейс,"ZABBIX: сертификат подписан SubCA, доверенный",ZABBIX: настроен мониторинг сетевого оборудования ЦО,DC: ASTRACLI2 в домене as22.local,"VPN: openconnect на LINNET, есть доступ к локальным ресурсам",VPN: openconnect использует сертификат для подключения,ЦОД,"PVE1: LR1, LINDMZ, LINDC подключены к правильным сетям","PVE2: LR2, WINDMZ подключены к правильным сетям",PVE: ВМ стартуют автоматически,SSH: аутентификация по паролям для пользователя atom,SSH: подключения только из VLAN400,LR1 и L2 маршрутизируют трафик между VLAN,DHCP: Работает для VLAN400,WEB: web.as22.ru доступен,LINDC: ADMINPC домене ASC.NET,LINDC: LR1 и LR2 домене ASC.NET,LINDC: доступ к ADMINPC,LINDC: доступ к LR1 и LR2,LINDC: доверие с доменом as22.local,LINDC: домашние каталоги по NFS монтируются автоматически,LINDC: Квота на домашние каталоги,LINDC: Домашние каталоги на отдельном диске,DNS: Зоны прямого просмотра получены с DC,B - Windows,Максимальное значение.1,Результат.1,Настройка сервисов ОС Windows,Домен AS22.local настроен,Баннер на DC настроен,WINCLI1 и WINCLI2 в домене с единственной учетной записью локального администратора,На WINCLI1 и WINCLI2 отключена приветственная анимация,на рабочем столе компьютера WINCLI1любого доменного пользователя есть файл Work.txt со следующим содержанием It isa first login.,"файл Work.txt не перезаписывается, внесенные изменения сохраняются при последующих входах",К компьютерам домена под управлением ОС Windows можно подключиться с помощью RDP,Подключения с помощью RDP защищены сертификатами в соответствии с заданием,Переадресация DNS-запросов на Moogle настроена,Round-robin в DNS работает,Клиенты сети центрального офиса получают корректные настройки сетевых интерфейсов от DC по DHCP,Пользователи домена имеют корректный доступ к общей папке Work с компьютеров домена под управлением ОС Windows,Пользователи домена имеют корректный доступ к общей папке Work с компьютеров домена под управлением ОС Astra Linux,"Утилита cmd.exe запускается из папки Work, запуск других утилит из этой папки невозможен",Синхронизация времени DC c HQ1 настроена,Синхронизация времени клиентов домена с DC настроена,На компьютерах домена в центральном офисе установлена временная зона в соответствии с заданием корректно работает после перезагрузки,В домене созданы организационные подразделения и группы в соответствии с заданием,150 учетных записей пользователей созданы и включены в группы в соответствии с заданием,Членам группы Group2 разрешен локальный вход на DC,Для членов группы Group3 настроены обязательные профили в соответствии с заданием,На DC настроен корневой центр сертификации в соответствии с заданием.,На всех компьютерах домена под управлением ОС Windows на всех сетевых интерфейсах включен Defender Firewall,На ASTRACLI1 стартует ядро и образ системы Astra Linux по PXE,На WINSRV1 установлен сервер терминалов c доступом к web-интерфейсу только по https://rds.as22.local проверить http,Члены группы Group2 могут запустить WordPad на портале RemoteApp без ошибок  и предупреждений системы безопасности,Для пользователей ОС Windows настроен механизм SSO при работе с сервером терминалов,Для пользователей ОС Linux настроен механизм SSO при работе с сервером терминалов,Для членов группы Group1 на рабочем столе при доступе в сеть с ОС Windows есть ярлык для доступа к опубликованному на сервере терминалов приложению,Для членов группы Group1 на рабочем столе при доступе в сеть с ОС Astra Linux есть ярлык для доступа к опубликованному на сервере терминалов приложению,На WINSRV1 настроен подчиненный центр сертификации в соответствии с заданием. Все клиенты домена доверяют этому CA.,На WINSRV1 в браузере IE настроена стартовая страница http://pki.as22.local,Члены группы Group1 автоматически получают сертификат для доступа к сайту www.AS22.local,WINDMZ является членом рабочей группы WEB,Сайт www.AS22.local доступен только по протоколу https и только при предъявлении пользовательского сертификата,Сайт www.AS22.local доступен по безопасному протоколу без указания префикса по адресу www.as22.local,На сайте www.AS22.local доступен виртуальный каталог Docs. Содержимое каталога Docs должно отображаться,На WINDMZ включен Defender Firewall для всех сетевых интерфейсов,На WINDMZ установлена временная зона в соответствии с заданием корректно работает после перезагрузки,После перезагрузки WINNET автоматически устанавливается VPN-соединение с сервером,"В качестве VPN-сервера для соединения с WINNET используется LR1, а при его недоступности  LR2",При установке VPN-соединения у пользователей WINNET не запрашивается никаких дополнительных параметров,После установки VPN-соединения для пользователей WINNET доступен просмотр ресурсов в зоне AS22.local,WINCLI3 введён в домен as22.local,Defender Firewall функционирует на WINCLI3,C - Network,Максимальное значение.2,Результат.2,Настройка сети,Loopback1,SSHv2,Local AAA,Radius AAA,Enable Secret,Tech account,AAA Authorization,AAA Console Authorization,Scrypt,Failed login block,D2 SVI,HQ2 Internet,HQ2 NAT,LACP Etherchannel,PAgP Etherchannel,Etherchannel Load-balancing,VRRP,VRRP Master,Trunk,Allowed VLAN,Disable DTP,DHCP Snooping,STP Protocol,STP Root,STP BPDU Guard,Access port,STP Portfast,LLDP,OSPF,OSPF Default route E1,OSPF Networks,OSPF Passive,BFD,HQ2 Backup,ISP monitoring,NTP Sync,NTP Source,Timezone,SNMP,Archive,Syslog,VPN,GREIPsec,IPsec parameters,VPN OSPF,VPN Route selection,ASA nameif,ASA DHCP,ASA NAT,ASA Internet access,ASA AAA,ASA Anyconnect,ASA Anyconnect Cert,ASA IPsec HQ1,ASA Ipsec parameters,PF IP,PF DHCP,PF DNS,PF NAT,PF GRE,PF Static route,PF OSPF Route redistribution,USG IP,USG DHCP,USG NAT,USG GRE,USG Ipsec,USG Ipsec IKEv2 param,USG Tunnel routing,ЦОД.1,"OVS: LACP между PVE1,2 и LSW",OVS: Настроены VLAN,OVS: На транках разрешены только используемые VLAN,OVS: На транках native VLAN 99,Доступ в интернет из сети ЦОД,"BGP: Предпочитается канал LVL80, но сети MOOGLE и GIGAFON доступны напрямую",BGP: только маршрут по умолчанию по BGP,"OSPF: соседство, область 51",OSPF: passive interfaces,OSPF: соседство через VLAN50,"VRRP: VLAN 100, 300, 400",D - TShoot,Максимальное значение.3,Результат.3,Поиск и устранение неисправностей,Ticket1 - Hard Skill,Ticket2 - Hard Skill,Ticket3 - Hard Skill,Ticket4 - Hard Skill,Ticket5 - Hard Skill,Ticket6 - Hard Skill,Ticket7 - Hard Skill,Ticket8 - Hard Skill,Ticket9 - Hard Skill,Ticket10 - Hard Skill,Ticket11 - Hard Skill,Ticket12 - Hard Skill,Ticket13 - Hard Skill,Ticket14 - Hard Skill,Ticket15 - Hard Skill,Ticket1 - Soft Skill,Ticket2 - Soft Skill,Ticket3 - Soft Skill,Ticket4 - Soft Skill,Ticket5 - Soft Skill,Ticket6 - Soft Skill,Ticket7 - Soft Skill,Ticket8 - Soft Skill,Ticket9 - Soft Skill,Ticket10 - Soft Skill,Ticket11 - Soft Skill,Ticket12 - Soft Skill,Ticket13 - Soft Skill,Ticket14 - Soft Skill,Ticket15 - Soft Skill,E - Cloud Solutions,Максимальное значение.4,Результат.4,Автоматизация развертывания инфраструктуры,ВМ и сети развернуты согласно топологии,Внешний доступ к внутренним ВМ отсутствует или ограничен протоколом SSH,ICMP трафик разрешён,Балансировщик нагрузки создан,"Доступ органичен протоколами http, https",Выполняется балансировка нагрузки между приложениями,Выполняется перенаправление http на https,Характеристики ВМ соответствуют заданию,Docker,Запущен локальный Docker Registry,"Есть Dockerfile, удовлетворяющий условиям",Образ приложения App1 доступен в Registry,Compose файл запускает стек согласно функциональным требованиям,БД находится в одной сети с приложением,Сетевой доступ согласно заданию,Prometheus и Grafana установлены и доступны,Дашборды созданы согласно заданию
1,AKKUYU NÜKLEER,ФИО_623; ФИО_703,Сетевое и системное администрирование,100,"22,95","22,95",,20,"0,5",,"0,1","0,2",0,0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,"4,7",,0,0,"0,2","0,3",0,,0,0,"0,5","0,5","0,5","0,5","0,5",0,"0,1","0,1","0,3","0,5",0,"0,5",0,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"0,1",,20,"8,2",,"0,1","0,2","0,3",0,"0,2",0,0,"0,3",0,"0,3","0,2","0,2","0,2","0,2","0,2","0,1","0,2","0,2","0,2",0,"0,2",0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3",0,"0,2","0,3","0,2","0,2","0,2","0,2",0,0,0,0,0,0,0,"0,1",0,"0,2","0,2","0,3",0,0,0,0,"0,1","0,2","0,2","0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,"7,55",,1,"1,17",0,0,0,0,0,0,0,0,"0,33","1,5","0,5",0,0,"0,39","0,39",0,0,"0,17",0,0,0,0,"0,44","0,5","0,22","0,22","0,22","0,5",,10,2,,0,0,0,0,0,0,0,0,,"0,5",0,1,0,0,0,"0,5",0
2,"АО ""АЭС"" АО ""Консист-ОС""",ФИО_164; ФИО_310,Сетевое и системное администрирование,100,"61,26","61,26",,20,"16,3",,"0,1","0,2","0,2","0,5","0,2",0,"0,5","0,3","0,5","0,3","0,5","0,5","0,7","0,2",0,"0,3","0,5","0,4","0,4","0,5",0,"0,7",0,"1,1","1,1","0,1","0,2",0,"0,5","0,5",0,"0,6","0,8","0,8","0,8","1,2",0,0,"0,4","0,7",,20,"18,8",,0,"0,2","0,2","0,3","0,5",,1,1,"0,5","0,5","0,5",0,"0,5","0,5","0,1","0,1","0,3","0,5","0,5","0,5",1,1,"0,1",1,"0,1","0,5","0,5",1,"0,5","0,5","0,5","0,5","0,5","0,1","0,5","0,5","0,5","0,1","0,1",,"0,5","0,5","0,5",0,"0,1",,20,"14,3",,"0,1","0,2","0,3",0,"0,2",0,"0,3","0,3","0,2",0,"0,2","0,2","0,2","0,2","0,2",0,"0,2","0,2","0,2",0,"0,2",0,"0,2",0,0,0,0,"0,2","0,2","0,2","0,2","0,3","0,2","0,2",0,"0,2",0,"0,2","0,2","0,2","0,2","0,3","0,5","0,2","0,2","0,3","0,1","0,2","0,2","0,2",0,0,0,0,0,"0,1","0,2","0,2","0,2","0,2","0,2","0,3","0,1","0,2","0,2","0,2","0,7","0,5","0,2",0,"0,3","0,3","0,3","0,3","0,3",0,"0,2","0,2","0,2","0,2","0,2",,30,"7,36",,0,0,0,0,1,0,"0,33",0,0,1,0,0,0,0,"1,5","0,17","0,17","0,17","0,17","0,33","0,17","0,17","0,17","0,28","0,33","0,28","0,28","0,17","0,17","0,5",,10,"4,5",,0,0,0,0,0,0,0,0,,"0,5","0,5",1,1,"0,5","0,5","0,5",0
3,"АО ""КОНСИСТ-ОС""",ФИО_113; ФИО_353,Сетевое и системное администрирование,100,"59,78","59,78",,20,"14,3",,"0,1",0,"0,2","0,5","0,2",0,"0,5","0,3","0,5","0,3","0,5","0,5","0,7","0,2","0,5","0,3","0,5","0,4","0,4","0,5",0,"0,7",0,"1,1","1,1","0,1","0,2",0,"0,5","0,5",0,"0,6",0,0,0,0,"0,5","0,8","0,4","0,7",,20,"16,2",,0,"0,2","0,2","0,3","0,5",,1,0,"0,5","0,5","0,5","0,5","0,5","0,5","0,1","0,1","0,3","0,5","0,5","0,5",1,0,"0,1",1,"0,1","0,5","0,5",1,"0,5",0,"0,5","0,5","0,5","0,1","0,5","0,5",0,0,"0,1",,"0,5","0,5","0,5","0,1",0,,20,"16,1",,"0,1","0,2","0,3","0,6","0,2","0,3","0,3","0,3","0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,1","0,2","0,2","0,2",0,"0,2",0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,2","0,2","0,3",0,"0,2","0,2","0,2","0,2",0,"0,3","0,5","0,2","0,2","0,3","0,1","0,2","0,2","0,2",0,0,0,0,0,"0,1","0,2","0,2","0,2","0,2",0,"0,3","0,1","0,2","0,2","0,2","0,7","0,5","0,2",0,"0,3","0,3","0,3","0,3","0,3",0,"0,2",0,"0,2","0,2","0,2",,30,"9,18",,0,0,"0,33",0,1,1,"0,5",0,1,1,0,1,0,1,0,"0,11","0,06","0,11","0,06","0,17","0,17","0,17","0,11","0,11","0,17","0,11","0,33","0,17","0,33","0,17",,10,4,,1,"0,5","0,5",1,"0,5",0,0,0,,0,"0,5",0,0,0,0,0,0
4,"АО ""РИР"" + Петрозаводскмаш (АЭМ)",ФИО_557; ФИО_659,Сетевое и системное администрирование,100,"13,35","13,35",,20,"1,5",,"0,1","0,2",0,0,"0,2",0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,"4,1",,0,0,0,0,"0,5",,0,0,0,0,"0,5","0,5",0,0,"0,1","0,1","0,3","0,5","0,5","0,5",0,0,"0,1",0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,,0,0,0,0,0,,20,"4,2",,"0,1",0,0,0,"0,2",0,0,0,"0,2",0,"0,2","0,2",0,"0,2","0,2",0,"0,2","0,2","0,2",0,"0,2",0,"0,2","0,2",0,"0,2",0,"0,2","0,2",0,"0,2","0,3",0,0,0,"0,2",0,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,"3,55",,0,1,0,1,0,0,"0,5",0,0,0,"0,33",0,0,0,0,0,"0,22",0,"0,33",0,0,"0,17",0,0,0,0,0,0,0,0,,10,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,"АО ""ТВЭЛ""",ФИО_287; ФИО_522,Сетевое и системное администрирование,100,"8,62","8,62",,20,"0,5",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,"3,8",,0,0,"0,2","0,3","0,5",,0,0,0,0,0,"0,5",0,0,0,"0,1",0,"0,5","0,5","0,5",0,0,"0,1",0,0,0,0,0,0,0,0,"0,5",0,0,0,0,0,0,0,,0,0,0,0,"0,1",,20,"1,7",,0,"0,2","0,3",0,"0,2",0,0,0,"0,2",0,0,"0,2",0,"0,2",0,0,0,0,"0,2",0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,"2,12",,0,1,0,"0,5",0,0,0,0,0,0,0,0,0,0,0,"0,17","0,17",0,"0,22",0,0,0,0,0,"0,06",0,0,0,0,0,,10,"0,5",,0,0,0,0,0,0,0,0,,"0,5",0,0,0,0,0,0,0
6,Альфа,ФИО_21; ФИО_476,Сетевое и системное администрирование,100,"56,5","56,5",,20,"14,2",,"0,1",0,0,"0,5","0,2",0,0,0,"0,5",0,"0,5","0,5","0,7","0,2",0,"0,3","0,5","0,4","0,4","0,5",0,"0,7",0,"1,1","1,1",0,"0,2",0,"0,5",0,"0,3","0,6","0,8","0,8",0,"1,2","0,5",0,"0,4","0,7",,20,"14,3",,0,"0,2","0,2","0,3","0,5",,1,0,"0,5","0,5","0,5","0,5","0,5","0,5","0,1","0,1","0,3","0,5","0,5","0,5",0,1,"0,1",0,"0,1","0,5","0,5",0,"0,5","0,5","0,5","0,5","0,5","0,1","0,5",0,"0,5","0,1",0,,0,"0,5","0,5","0,1","0,1",,20,"14,3",,"0,1","0,2","0,3",0,"0,2",0,"0,3","0,3","0,2",0,"0,2","0,2","0,2","0,2","0,2","0,1","0,2","0,2","0,2",0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3",0,"0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,5","0,2","0,2","0,3","0,1","0,2","0,2","0,2",0,0,0,0,0,"0,1","0,2",0,"0,2","0,2","0,2","0,3","0,1","0,2","0,2","0,2",0,0,"0,2",0,"0,3","0,3","0,3","0,3","0,3","0,4","0,2",0,0,"0,2","0,2",,30,"9,2",,0,0,0,0,1,0,"0,5",0,1,0,"1,5",1,"0,67",1,0,"0,28","0,17",0,0,"0,28","0,06","0,17","0,17","0,22","0,33","0,17","0,17","0,17","0,17","0,17",,10,"4,5",,0,0,0,0,0,0,0,0,,"0,5","0,5",1,1,"0,5","0,5","0,5",0
7,БелАЭС,ФИО_275; ФИО_637,Сетевое и системное администрирование,100,"44,97","44,97",,20,"9,4",,"0,1","0,2","0,2","0,5","0,2",0,"0,5","0,3","0,5","0,3",0,0,"0,7","0,2","0,5","0,3","0,5","0,4","0,4","0,5",0,0,0,"1,1","1,1","0,1",0,0,0,"0,5","0,3",0,0,0,0,0,0,0,0,0,,20,"15,1",,0,"0,2","0,2","0,3","0,5",,1,1,"0,5","0,5","0,5","0,5","0,5","0,5","0,1","0,1","0,3","0,5","0,5","0,5",1,1,"0,1",1,"0,1","0,5","0,5",1,"0,5",0,"0,5","0,5",0,0,0,0,0,"0,1",0,,0,0,0,0,"0,1",,20,"9,8",,"0,1","0,2","0,3","0,6","0,2",0,"0,3","0,3","0,2",0,"0,2","0,2","0,2","0,2","0,2",0,"0,2","0,2","0,2",0,"0,2",0,0,"0,2",0,"0,2","0,2",0,"0,2","0,2","0,2","0,3",0,0,0,"0,2","0,2","0,2",0,"0,2","0,2","0,3",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,2","0,2","0,2","0,2","0,2",0,"0,1","0,2","0,2",0,0,0,0,0,"0,3","0,3","0,3","0,3",0,0,0,0,"0,2",0,0,,30,"9,17",,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,"0,33","0,33","0,17","0,5","0,22","0,22","0,22",0,"0,17","0,33","0,17","0,17",0,"0,17","0,17",,10,"1,5",,0,0,0,0,0,0,0,0,,"0,5",0,1,0,0,0,0,0
8,Браво,ФИО_145; ФИО_240,Сетевое и системное администрирование,100,"40,97","40,97",,20,"10,6",,"0,1","0,2","0,2","0,5","0,2",0,"0,5","0,3","0,5","0,3","0,5","0,5","0,7","0,2","0,5","0,3","0,5","0,4","0,4","0,5",0,0,0,"1,1",0,0,"0,2",0,0,"0,5","0,3",0,"0,8",0,0,0,0,0,"0,4",0,,20,"8,6",,"0,1","0,2","0,2","0,3","0,5",,0,0,0,"0,5","0,5","0,5",0,"0,5","0,1","0,1","0,3","0,5","0,5","0,5",0,1,"0,1",1,0,0,0,0,0,0,"0,5","0,5",0,0,0,0,0,0,0,,0,0,0,"0,1","0,1",,20,12,,"0,1","0,2",0,0,"0,2",0,0,0,"0,2","0,3","0,2","0,2","0,2","0,2","0,2",0,"0,2","0,2","0,2","0,1","0,2","0,2",0,"0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,2","0,3","0,2","0,2","0,3","0,2","0,2","0,2","0,2","0,2","0,2","0,3",0,0,0,0,"0,1","0,2","0,2","0,2",0,0,0,0,0,"0,1","0,2","0,2","0,2","0,2","0,2","0,3","0,1","0,2","0,2","0,2",0,0,"0,2",0,"0,3","0,3","0,3","0,3",0,0,"0,2",0,0,"0,2","0,2",,30,"8,27",,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"0,22","0,28","0,17","0,17","0,33","0,17","0,33","0,17","0,33","0,33","0,22","0,5","0,22","0,5","0,33",,10,"1,5",,0,0,0,0,0,0,0,0,,"0,5",0,1,0,0,0,0,0
9,ВНИИЭФ,ФИО_316; ФИО_323,Сетевое и системное администрирование,100,"23,93","23,93",,20,"2,4",,"0,1","0,2",0,"0,5","0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,1","0,1","0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,,20,"4,8",,0,"0,2","0,2","0,3",0,,0,0,"0,5","0,5",0,0,0,0,"0,1","0,1","0,3","0,5","0,5","0,5",0,0,0,0,0,0,"0,5",0,0,0,0,"0,5",0,0,0,0,0,"0,1",0,,0,0,0,0,0,,20,8,,"0,1",0,"0,3",0,"0,2",0,"0,3","0,3","0,2",0,"0,2","0,2",0,"0,2","0,2","0,1","0,2","0,2","0,2","0,1","0,2",0,"0,2","0,2","0,2","0,2","0,2",0,"0,2",0,"0,2",0,0,0,0,"0,2","0,2","0,2",0,0,0,0,0,0,0,0,"0,1","0,2","0,2","0,2",0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,2","0,2",0,0,0,0,0,"0,3","0,3","0,3","0,3",0,0,"0,2",0,0,0,"0,2",,30,"8,73",,0,1,0,0,0,0,"0,5",0,1,0,"1,5","0,33","0,17",1,0,"0,22","0,28","0,17","0,22","0,17","0,11","0,33","0,22","0,33","0,17","0,28","0,17","0,06","0,33","0,17",,10,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10,НИТИ,ФИО_104; ФИО_580,Сетевое и системное администрирование,100,"7,34","7,34",,20,"0,2",,0,0,0,0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,4,,0,0,"0,2",0,"0,5",,0,0,"0,5",0,"0,5","0,5","0,5",0,0,"0,1",0,"0,5","0,5",0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,"0,1",,20,"1,2",,0,"0,2",0,0,0,0,0,0,"0,2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,2","0,2","0,2",0,0,0,0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30,"1,94",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,44","0,33","0,17",0,0,0,0,0,0,0,0,0,0,0,0,,10,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
