№,ФИО,Компетенция,"Баллы, ед.","Баллы, %",Баллы по ключевым навыкам,A - Безопасность электрическая и личная,Максимальное значение,Результат,Модуль 1. Безопасность электрическая и личная,А1.День 1. Использование СИЗ,Содержание рабочего места во время работы,Содержание рабочего места по окончании работ,Отсутствие повреждений и травм,А1.День 2. Использование СИЗ,Содержание рабочего места во время работы.1,Содержание рабочего места по окончании работ.1,Отсутствие повреждений и травм.1,А1.День 3. Использование СИЗ,Содержание рабочего места во время работы.2,Содержание рабочего места по окончании работ.2,Отсутствие повреждений и травм.2,Дисциплина участника на площадке,B - Ввод в эксплуатацию и работа схемы,Максимальное значение.1,Результат.1,Модуль 1. Ввод в эксплуатацию,"B1.Крышки оборудования, кабель-каналов, коробов светильников.",Выполненно условие отсекающего критерия,Наличие металлосвязи.,Выполненно условие отсекающего критерия.1,Проведение измерений сопротивления изоляции,Оформление отчета.,Коммуникативные навыки,Модуль 1. Подача напряжения,B2.Подача напряжения,"Вкл. авт. QFE1,2,3, QFP далее QFR равно 0 далее Вкл. КМ 1. Напр. на Wh. Вкл. K1,2,3","Вкл. авт. QFR,  далее QFE1,2,3, QFP равно 1 далее КМ1 равно вкл., КМ2 равно 0. Напр. на Wh.","Выкл. QFE1 далее QF2,3, QFR, QFP равно 1 далее КМ 1 выкл. далее  КМ2 вкл.","Выкл. QFE2 далее QF1,3, QFR, QFP равно 1 далее КМ 1 выкл. далее  КМ2 вкл.","Выкл. QFE3 далее QF1,2, QFR, QFP равно 1 далее КМ 1 выкл. далее  КМ2 вкл.","Выкл. авт. QFE1,2,3, выкл. КМ1, вкл. КМ2. Напр. на Wh","Вкл. авт. QFE1,2,3, вкл. КМ1, откл. КМ2. Напр. на Wh","Световая индикация схемы вторичных цепей АВР. QFP равно 1, HL1 равно 1",SBG5 удерж. М1 вкл. условно впарво вкл. SQ3 нет реакции вкл. SQ2 далее M1 равно 0,SBG6 удерж. М1 вкл. условно влево вкл. SQ2 нет реакции  вкл. SQ3 далее M1 равно 0,"SBG6, SBG5  удерж.  М1 вкл. условно влево вкл. SQ3 далее M1 равно 0","Световая индикация схемы основной фазы двигателя. QF равно 1, HL2 равно 1",SBR1 вкл. далее система в аварийный режим. При этом происходит обесточивание всей системы.,SBR1 выкл. далее система переходит в штатный режим согласно выбора переключателя SA1.,SA1 Охлаждение далее M2 вкл. 35Гц  далее 3с. М3 вкл. далее 2c. M2 35Гц далее 70Гц прямое направление,"SQ1 удерж. вкл. далее М3 выкл., М2 70Гц далее 35Гц",SQ1 удерж. выкл далее 3с. М3 вкл. далее 2c. M2 35Гц далее 70Гц,"SBG2, SBG3 вкл. равно 0",SBR4 вкл. далее М2 выкл.,"SA1 Нагрев далее M2 вкл. 35Гц далее EL9, 10 вкл. 50процентов далее 3с. EL9, 10 100процентов далее 2c.M2 35Гц далее 70Гц обратное направление","SQ1 удерж. вкл. далее EL9, 10 выкл. далее М2 70Гц далее 35Гц","SQ1 удерж. выкл далее EL9, 10 вкл. 50процентов далее 3с.  EL9, 10 100процентов далее 2c. M2 35Гц далее 70Гц","SBG2, SBG3 вкл. равно 0.1",SBR4 вкл. далее М2 выкл..1,SA1 Очистка далее SBG2 удерж. Вкл далее M2 вкл. 100Гц прямое направление далее SBG2 удерж. Выкл далее M2 выкл.,SBG3 удерж. вкл далее M2 вкл. 100Гц обратное направление далее SBG3 удерж. выкл далее M2 выкл.,"Воздействие SA2, 3, 4  далее EL1 вкл. или выкл.",BK вкл. далее EL7 вкл. далее 10сек. EL8 вкл. далее  BK выкл. далее EL7 выкл. далее 3сек. EL8 выкл.,НОЧЬ. EL2 равно 1 далее SA5 перекл. EL3 вкл. выкл.  вкл.,ДЕНЬ. EL3 равно 1 далее SA5 перекл. EL2 вкл. выкл.  вкл.,Вкл. SB5 далее EL4 вкл. далее Вкл. SB5 далее EL5 вкл. далее Вкл. SB5 далее EL6 вкл. далее Вкл. SB5 далее EL4 выкл. далее Вкл. SB5 далее EL5 выкл. далее Вкл. SB5  далее EL6 выкл. продолжается в цикле,"SB5 удерж. вкл. 5сек. далее EL2, 3, 4, 5, 6, 8 равно 0 далее 1сек. EL2 вкл. далее 1сек. EL3 вкл. далее 1сек. EL4 вкл. далее 1сек. EL5 вкл. далее 1сек. EL6 вкл. далее 1сек. EL8 вкл.","EL2, 3, 4, 5, 6, 8 равно 1 вкл. далее 3сек. EL2, 3, 4, 5, 6, 8 2Гц 5сек.","EL2, 3, 4, 5, 6, 8равно1 вкл. далее 1сек. EL8 выкл. далее 1сек. EL6 выкл. далее 1сек. EL5 выкл. далее1сек. EL4 выкл. Далее 1сек. EL3 выкл. далее 1сек. EL2 выкл.",При включении Авт. Выключателя диф. Тока АВДТ32М  появляется напряжение на розетках XS3 и XS4 РАр10-3-ОП с заземлением на DIN-рейку  230В.,"Информационные розетки UKV1, UKV2, патч-корды-2шт","C - Выбор проводников, планирование, проектирование",Максимальное значение.2,Результат.2,"Модуль 1. Разработка схемы, выбор проводников",Вводной кабель,Корректный выбор проводников силовой цепи АВР.,Корректный выбор проводников силовой цепи бытовая розеточная сеть 230В.,Корректный выбор проводников к розеткам и силовым разъемам ССИ124,Корректный выбор проводников цепи управления и сигнализации. Цепи управления АВР.,Расположение модульного оборудования,"Корректный выбор проводников к светильникам, концевым-выключателям, кнопкам, выключателям",Корректный выбор проводников к ЧП,Дополнительные расходные материалы,Нет повреждений оборудования,D - Размеры,Максимальное значение.3,Результат.3,Модуль 1. Проверка соответствия размеров.,D1.Случайные 10 размеров. Измерение 1 - соответствует схеме.,Измерение 2 - соответствует схеме.,Измерение 3 - соответствует схеме.,Измерение 4 - соответствует схеме.,Измерение 5 - соответствует схеме.,Измерение 6 - соответствует схеме.,Измерение 7 - соответствует схеме.,Измерение 8 - соответствует схеме.,Измерение 9 - соответствует схеме.,Измерение 10 - соответствует схеме.,E - Монтаж оборудования и кабеленесущих систем,Максимальное значение.4,Результат.4,Модуль 1. Проверка уровней,E1.Выбрать 6 элементов Элемент 1:  Уровень. В пределах риски,Элемент 2:  Уровень. В пределах риски,Элемент 3:  Уровень. В пределах риски,Элемент 4:  Уровень. В пределах риски,Элемент 5:  Уровень. В пределах риски,Элемент 6:  Уровень. В пределах риски,Элемент 7:  Уровень. В пределах риски,Элемент 8:  Уровень. В пределах риски,Элемент 9:  Уровень. В пределах риски,Элемент 10:  Уровень. В пределах риски,Модуль 1. Проверка углов.,"E2.Произвольно выбираются углы. 1 измерение, Угол кабель-канала","2 измерение, Угол кабель-канала","3 измерение, Угол кабель-канала","4 измерение, Угол кабель-канала","5 измерение, Угол кабель-канала","6 измерение, Угол кабель-канала",Модуль 1. Проверка объема работ. Соответствие схемам.,"E3.Монтаж светильников, ДД","Монтаж розеток, силовых разъемов, инф. розеток","Монтаж выключателей, кнопок, кнопочных постов наличие",Монтаж гофрированных труб,"Монтаж жёстких труб, поворотов, муфт",Монтаж кабельных каналов,Монтаж проволочных лотков,Монтаж щитов,Модуль 1. Общий вид. Качество монтажа.,"E4.Гофротрубы . Надежность крепления, радиусы изгибов, загибы и искажения.","Жесткие трубы ПВХ. Надежность крепления, радиусы изгибов, загибы и искажения.","Кабель-каналы. Надежность крепления, углы поворотов, зазоры.","Металлические лотки. Надежность крепления, повороты, заземление.",F - Проводники и соединения,Максимальное значение.5,Результат.5,Модуль 1. Проводники и подключения,F1.Подключение потребителей,Выполненно условие отсекающего критерия.2,Выбирается 10 потребителей. Элемент 1.,Элемент 2.,Элемент 3.,Элемент 4.,Элемент 5.,Элемент 6.,Элемент 7.,Элемент 8.,Элемент 9.,Элемент 10.,"Модуль 1. Проводники и подключения ЩУ, ЩЧП","F2.Ввод проводов и кабелей в ЩУ, ЩЧП","Проводники ЩУ, ЩЧП",G - Поиск неисправностей,Максимальное значение.6,Результат.6,Модуль 3. Поиск неисправностей,G1.Неисправность 1 - Найдена правильно,Неисправность 2 - Найдена правильно,Неисправность 3 - Найдена правильно,Неисправность 4 - Найдена правильно,Неисправность 5 - Найдена правильно,Неисправность 6- Найдена правильно,Неисправность 7 - Найдена правильно,Неисправность 8 - Найдена правильно,Неисправность 9 - Найдена правильно,Неисправность 10 - Найдена правильно,H - Программирование,Максимальное значение.7,Результат.7,Модуль 2. Программирование,H1.Информационная розетка UKV3.,Выполненно условие отсекающего критерия.3,EL2 вкл. с 22 00 до 6 00.,EL3 вкл. с 6 00 до 22 00.,"SA1 далее ""Охлаждение""","SA1 далее ""Нагрев""","SA1 далее ""Очистка"""
1,ФИО_34,Электромонтаж,100,"60,29","60,29",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,"12,67",,,1,0,1,0,"0,5","0,17",,1,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",0,"0,5","0,5",1,"0,25",0,0,0,0,0,"0,5",,0,0,0,"0,5",,0,0,"1,5",0,0,0,0,0,0,0,"0,75",0,,7,"5,5",,"0,5","0,5","0,5",0,"0,5","0,5",0,1,2,0,,5,2,,"0,5",0,"0,5",0,0,0,"0,5",0,0,"0,5",,22,"15,41",,"0,6",0,"0,6","0,6","0,6","0,6",0,"0,6",0,"0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,"0,4","0,4","0,4",0,0,"0,5","0,4","0,4",,"1,11","0,44","1,33","1,33",,13,"9,71",,,2,1,1,0,1,1,0,0,1,1,1,,"0,5","0,21",,10,6,,1,1,1,1,1,1,0,0,0,0,,6,4,,,2,0,0,"0,75","0,75","0,5"
2,ФИО_61,Электромонтаж,100,"35,18","35,18",,5,"4,6",,"0,4","0,4",,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,5,,"0,5","0,5",0,"0,5","0,5","0,5",0,0,2,"0,5",,5,"3,5",,"0,5","0,5","0,5",0,"0,5",0,"0,5","0,5","0,5",0,,22,"14,58",,"0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6",0,0,,"0,75","0,75","0,75","0,75","0,75","0,75",,"0,4","0,4","0,4","0,5","0,5","0,5","0,4","0,4",,"0,44",0,"0,67","0,67",,13,"0,5",,,0,0,0,0,0,0,0,0,0,0,0,,"0,5",0,,10,7,,1,1,1,1,1,1,1,0,0,0,,6,0,,,0,0,0,0,0,0
3,ФИО_93,Электромонтаж,100,"26,24","26,24",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,"4,5",,"0,5",0,0,0,0,0,"0,5",1,2,"0,5",,5,"3,5",,0,"0,5","0,5",0,"0,5",0,"0,5","0,5","0,5","0,5",,22,"10,24",,0,0,"0,6","0,6","0,6",0,"0,6",0,0,"0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,0,0,0,"0,5","0,5",0,"0,4",0,,"0,67",0,0,"0,67",,13,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,3,,1,1,1,0,0,0,0,0,0,0,,6,0,,,0,0,0,0,0,0
4,ФИО_116,Электромонтаж,100,"84,86","84,86",,5,"4,6",,"0,4","0,4",,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,"26,67",,,1,0,1,1,"0,5","0,17",,2,"0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,2","0,5",0,0,"0,25","0,4","0,4",1,1,1,"0,5",,1,1,1,0,,0,1,"1,5",1,"0,5","0,5",1,1,1,1,"0,75",0,,7,7,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",1,2,"0,5",,5,"4,5",,"0,5","0,5","0,5","0,5","0,5",0,"0,5","0,5","0,5","0,5",,22,"15,26",,"0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6",,"0,75","0,75","0,75","0,75","0,75",0,,"0,4","0,4","0,4","0,5","0,5","0,5","0,4","0,4",,"0,67","0,67",0,"0,67",,13,"12,83",,,2,1,1,1,1,1,1,1,1,1,1,,"0,5","0,33",,10,8,,1,1,1,1,1,1,1,1,0,0,,6,6,,,2,1,1,"0,75","0,75","0,5"
5,ФИО_155,Электромонтаж,100,"41,12","41,12",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,6,,"0,5",0,0,"0,5","0,5","0,5","0,5",1,2,"0,5",,5,3,,0,"0,5","0,5","0,5",0,0,"0,5",0,"0,5","0,5",,22,"15,45",,"0,6","0,6","0,6","0,6","0,6","0,6",0,"0,6","0,6","0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,"0,4","0,4","0,4","0,5","0,5","0,5","0,4",0,,"0,89","0,67",0,"0,89",,13,"11,67",,,2,1,1,1,1,0,1,1,1,1,1,,"0,5","0,17",,10,0,,0,0,0,0,0,0,0,0,0,0,,6,0,,,0,0,0,0,0,0
6,ФИО_168,Электромонтаж,100,"20,07","20,07",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,2,,0,0,0,0,0,0,0,0,"1,5","0,5",,5,3,,"0,5","0,5",0,0,0,"0,5","0,5","0,5",0,"0,5",,22,"10,07",,0,"0,6",0,0,"0,6","0,6",0,"0,6","0,6","0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,0,0,0,0,0,"0,5","0,4","0,4",,0,0,0,"0,67",,13,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,10,0,,0,0,0,0,0,0,0,0,0,0,,6,0,,,0,0,0,0,0,0
7,ФИО_253,Электромонтаж,100,"47,88","47,88",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,"1,5",,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,"1,5",,7,"6,5",,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",1,2,0,,5,3,,0,"0,5","0,5",0,"0,5",0,"0,5",0,"0,5","0,5",,22,"15,1",,"0,6",0,"0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6",,"0,75","0,75","0,75",0,"0,75","0,75",,"0,4","0,4","0,4","0,5","0,5","0,5","0,4","0,4",,"0,67","0,89",0,"0,89",,13,"10,78",,,2,1,1,1,1,0,1,1,0,1,1,,"0,5","0,28",,10,6,,1,1,1,1,1,1,0,0,0,0,,6,0,,,0,0,0,0,0,0
8,ФИО_297,Электромонтаж,100,"82,34","82,34",,5,"4,6",,"0,4","0,4",,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,"26,95",,,1,0,1,0,"0,25",0,,2,"0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,2","0,5","0,5",1,"0,25",0,0,1,1,1,"0,5",,1,1,1,"0,5",,1,1,"1,5",0,0,0,1,1,1,1,"0,75","1,5",,7,7,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",1,2,"0,5",,5,"3,5",,"0,5","0,5","0,5",0,0,0,"0,5","0,5","0,5","0,5",,22,"16,51",,"0,6","0,6","0,6","0,6","0,6","0,6","0,6",0,"0,6","0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,"0,4","0,4","0,4","0,5","0,5","0,5","0,4","0,4",,"1,33","0,67",0,"1,11",,13,"12,78",,,2,1,1,1,1,1,1,1,1,1,1,,"0,5","0,28",,10,7,,1,1,1,1,1,1,1,0,0,0,,6,4,,,2,0,0,"0,75","0,75","0,5"
9,ФИО_319,Электромонтаж,100,"46,84","46,84",,5,"4,6",,"0,4","0,4","0,4","0,4","0,4","0,4",0,"0,4","0,4","0,4","0,4","0,4","0,2",,32,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,7,6,,"0,5","0,5","0,5","0,5","0,5","0,5","0,5",1,1,"0,5",,5,"4,5",,"0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5","0,5",0,,22,"15,91",,"0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6","0,6",,"0,75","0,75","0,75","0,75","0,75","0,75",,0,0,0,"0,5","0,5","0,5","0,4","0,4",,"0,67",0,"1,11","1,33",,13,"12,83",,,2,1,1,1,1,1,1,1,1,1,1,,"0,5","0,33",,10,3,,1,1,1,0,0,0,0,0,0,0,,6,0,,,0,0,0,0,0,0
10,ФИО_339,Электромонтаж,100,"37,39","37,39",,5,5,,"0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,4","0,2",,32,"5,22",,,1,0,1,1,"0,5","0,22",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,"1,5",,7,"3,5",,"0,5","0,5",0,0,"0,5","0,5","0,5",0,1,0,,5,"3,5",,"0,5","0,5",0,"0,5","0,5",0,"0,5","0,5",0,"0,5",,22,"14,5",,"0,6",0,"0,6","0,6","0,6","0,6",0,"0,6","0,6","0,6",,"0,75","0,75","0,75",0,"0,75","0,75",,"0,4","0,4","0,4","0,5","0,5","0,5","0,4","0,4",,"0,89","0,89",0,"0,67",,13,"0,67",,,0,0,0,0,0,0,0,0,0,0,0,,"0,5","0,17",,10,5,,1,1,1,1,1,0,0,0,0,0,,6,0,,,0,0,0,0,0,0
